"","Row.names","DE_CTS","adjPval_CTS","DE_il1b","adjPval_il1b"
"1","ENSG00000000003",FALSE,0.719576949357682,FALSE,0.0585761842184517
"2","ENSG00000000419",FALSE,0.576633725813695,FALSE,0.547743112485903
"3","ENSG00000000457",FALSE,0.95948728939191,FALSE,0.474345880980625
"4","ENSG00000000971",TRUE,0.0337354318047222,FALSE,0.151220180296165
"5","ENSG00000001036",TRUE,0.00683741337867992,FALSE,0.274009038184886
"6","ENSG00000001084",FALSE,0.179619556860625,FALSE,0.587465123183893
"7","ENSG00000001167",FALSE,0.808901928350855,FALSE,0.160584116906208
"8","ENSG00000001460",FALSE,0.146132356927917,FALSE,0.843228022810644
"9","ENSG00000001461",FALSE,0.895513262682005,FALSE,0.779254329755773
"10","ENSG00000001497",FALSE,0.343890385303163,FALSE,0.618243718060924
"11","ENSG00000001617",TRUE,0.014894974163847,FALSE,0.783576106677974
"12","ENSG00000001629",FALSE,0.940531891498959,FALSE,0.802870729103798
"13","ENSG00000001630",TRUE,0.0341451615818406,FALSE,0.131230522609745
"14","ENSG00000001631",FALSE,0.10178234884476,FALSE,0.960729169643976
"15","ENSG00000002016",TRUE,0.0405542729955844,FALSE,0.99360966243057
"16","ENSG00000002330",FALSE,0.894112876526348,FALSE,0.1686363670703
"17","ENSG00000002549",FALSE,0.563739890443255,TRUE,0.019683178773957
"18","ENSG00000002586",FALSE,0.471936961777915,FALSE,0.478196937955078
"19","ENSG00000002746",FALSE,0.0606129881450092,FALSE,0.737578143387058
"20","ENSG00000002822",FALSE,0.743213505283141,FALSE,0.978150538768941
"21","ENSG00000002834",FALSE,0.118723434753907,FALSE,0.743320369111655
"22","ENSG00000002919",FALSE,0.323392562089926,FALSE,0.985803335597128
"23","ENSG00000003056",FALSE,0.896887049424773,FALSE,0.118712644957292
"24","ENSG00000003393",FALSE,0.336211255556037,FALSE,0.679998422132197
"25","ENSG00000003402",FALSE,0.430986274400921,TRUE,0.00390920695238524
"26","ENSG00000003436",FALSE,0.758458772983372,FALSE,0.290641037309397
"27","ENSG00000003509",TRUE,0.0354276190793382,FALSE,0.873102566463011
"28","ENSG00000003756",FALSE,0.108143053056479,FALSE,0.644973014664017
"29","ENSG00000003989",FALSE,0.965900372945368,TRUE,0.000203117043081365
"30","ENSG00000004059",FALSE,0.154259633833794,FALSE,0.761937472018277
"31","ENSG00000004139",FALSE,0.728252102984281,FALSE,0.942847578915108
"32","ENSG00000004142",FALSE,0.395784978814044,FALSE,0.86289327877326
"33","ENSG00000004399",TRUE,0.0473145230320079,FALSE,0.536539201025569
"34","ENSG00000004455",FALSE,0.0765901440058314,FALSE,0.869708035662009
"35","ENSG00000004478",TRUE,6.46250557716949e-05,FALSE,0.708429561583509
"36","ENSG00000004487",TRUE,0.00190003054437583,FALSE,0.21366312885824
"37","ENSG00000004534",TRUE,0.0339612672875197,FALSE,0.733075700913005
"38","ENSG00000004660",FALSE,0.640662423308017,FALSE,0.140495101846337
"39","ENSG00000004700",FALSE,0.401118239354433,FALSE,0.996583402748507
"40","ENSG00000004766",FALSE,0.952009418154094,FALSE,0.290903490941571
"41","ENSG00000004776",FALSE,0.615482011505171,FALSE,0.750142330805371
"42","ENSG00000004779",FALSE,0.415839626977304,FALSE,0.632768006365549
"43","ENSG00000004864",TRUE,0.0216492323654681,FALSE,0.518546859288292
"44","ENSG00000004866",FALSE,0.414758002662182,FALSE,0.778311170705981
"45","ENSG00000004897",TRUE,0.00131092000425699,FALSE,0.0795280028515764
"46","ENSG00000004961",FALSE,0.924859245844884,FALSE,0.765810477536355
"47","ENSG00000004975",FALSE,0.777871155337281,FALSE,0.663741975542918
"48","ENSG00000005007",FALSE,0.743498942618972,FALSE,0.816401818925167
"49","ENSG00000005020",FALSE,0.748418683896513,FALSE,0.361067369096184
"50","ENSG00000005022",FALSE,0.844172255152468,FALSE,0.578909561866233
"51","ENSG00000005059",FALSE,0.547621328280101,FALSE,0.750795509456219
"52","ENSG00000005073",FALSE,0.959073666865525,FALSE,0.8390554654245
"53","ENSG00000005075",FALSE,0.659965782063834,FALSE,0.358759212701004
"54","ENSG00000005100",FALSE,0.431864749419932,FALSE,0.675562612766063
"55","ENSG00000005156",FALSE,0.906969822126463,FALSE,0.321121785050379
"56","ENSG00000005175",FALSE,0.607667052156432,FALSE,0.380546209535088
"57","ENSG00000005194",FALSE,0.126586195426045,FALSE,0.408876964629037
"58","ENSG00000005206",FALSE,0.257258825372061,FALSE,0.942580856556728
"59","ENSG00000005238",FALSE,0.472657802587735,FALSE,0.234607527392249
"60","ENSG00000005243",FALSE,0.0630184966292835,FALSE,0.502397404722209
"61","ENSG00000005249",FALSE,0.351642015161162,FALSE,0.491383564750194
"62","ENSG00000005302",TRUE,0.0490610973752801,FALSE,0.273036586871308
"63","ENSG00000005339",FALSE,0.396433821378645,FALSE,0.884266349552732
"64","ENSG00000005436",FALSE,0.0857614420745735,FALSE,0.571816298030579
"65","ENSG00000005448",FALSE,0.159641672878832,FALSE,0.0544906858517561
"66","ENSG00000005469",FALSE,0.608239375695858,FALSE,0.679998422132197
"67","ENSG00000005483",FALSE,0.668336338796621,FALSE,0.802887700395318
"68","ENSG00000005486",FALSE,0.911780102427331,FALSE,0.283675603320366
"69","ENSG00000005700",TRUE,0.0125393437328516,FALSE,0.647958818547065
"70","ENSG00000005801",TRUE,0.0224840759915877,FALSE,0.373632063004734
"71","ENSG00000005810",FALSE,0.162905670908561,FALSE,0.832469356847309
"72","ENSG00000005812",TRUE,0.0296406129448171,FALSE,0.380546209535088
"73","ENSG00000005882",FALSE,0.164115267623686,FALSE,0.584308937336209
"74","ENSG00000005884",FALSE,0.90066914347606,FALSE,0.43993099771035
"75","ENSG00000005889",FALSE,0.666932517947631,FALSE,0.960356239055201
"76","ENSG00000005893",FALSE,0.984820519742395,FALSE,0.794801595526326
"77","ENSG00000006007",FALSE,0.0570982354806529,FALSE,0.911311590512808
"78","ENSG00000006015",FALSE,0.317915467626761,FALSE,0.370138134097994
"79","ENSG00000006016",FALSE,0.40327479742875,FALSE,0.794801595526326
"80","ENSG00000006025",FALSE,0.467050539158886,FALSE,0.503784840954189
"81","ENSG00000006042",TRUE,0.0452568808394136,FALSE,0.072618130626278
"82","ENSG00000006062",FALSE,0.116890171331607,TRUE,0.00759484674457056
"83","ENSG00000006118",FALSE,0.442302440455073,TRUE,0.00576842685480428
"84","ENSG00000006125",FALSE,0.225685387202578,FALSE,0.403124470028
"85","ENSG00000006194",FALSE,0.86235919467014,FALSE,0.732795349110412
"86","ENSG00000006282",FALSE,0.10178234884476,FALSE,0.95819830692684
"87","ENSG00000006327",FALSE,0.405025406185725,FALSE,0.652483338401692
"88","ENSG00000006432",FALSE,0.417231116625465,FALSE,0.463230223484488
"89","ENSG00000006451",FALSE,0.0860551832483919,FALSE,0.944850144166071
"90","ENSG00000006453",FALSE,0.52370386061613,FALSE,0.168314463450589
"91","ENSG00000006459",FALSE,0.161833054223284,FALSE,0.907305024531415
"92","ENSG00000006468",FALSE,0.330076586633261,FALSE,0.886275658042729
"93","ENSG00000006530",FALSE,0.591883379688025,FALSE,0.0920264201317775
"94","ENSG00000006534",TRUE,0.0110264728811549,FALSE,0.271178240468708
"95","ENSG00000006576",FALSE,0.115819334954891,TRUE,0.0189533265940261
"96","ENSG00000006607",FALSE,0.959073666865525,FALSE,0.56333546397744
"97","ENSG00000006625",FALSE,0.939079422391611,FALSE,0.894634731828715
"98","ENSG00000006634",FALSE,0.198317945458497,FALSE,0.798365519665375
"99","ENSG00000006652",TRUE,0.00795739535473212,FALSE,0.729559773652842
"100","ENSG00000006695",FALSE,0.813799750693699,FALSE,0.464441414184138
"101","ENSG00000006704",FALSE,0.272104230194985,FALSE,0.765448198025561
"102","ENSG00000006712",FALSE,0.122175382477706,FALSE,0.624764589878216
"103","ENSG00000006715",FALSE,0.868424204615509,FALSE,0.0609343287515068
"104","ENSG00000006744",FALSE,0.581404803581678,FALSE,0.688511888476076
"105","ENSG00000006756",TRUE,0.0163373145444353,FALSE,0.879053300623665
"106","ENSG00000006757",FALSE,0.0747510165887683,FALSE,0.568263383062874
"107","ENSG00000006831",FALSE,0.169261546626818,FALSE,0.895898953557203
"108","ENSG00000007047",FALSE,0.428604088658997,FALSE,0.983116550205321
"109","ENSG00000007080",FALSE,0.496338533168727,FALSE,0.270513969344888
"110","ENSG00000007168",TRUE,0.0322750039400549,FALSE,0.141125200496703
"111","ENSG00000007202",FALSE,0.123601271235008,FALSE,0.841032209215393
"112","ENSG00000007237",FALSE,0.524948459068955,FALSE,0.0604829958469628
"113","ENSG00000007255",FALSE,0.12283095634114,FALSE,0.287029703043949
"114","ENSG00000007341",FALSE,0.841590112042811,FALSE,0.97539525612534
"115","ENSG00000007376",FALSE,0.808038566731457,FALSE,0.314416143710363
"116","ENSG00000007384",FALSE,0.138496612424829,FALSE,0.847474701398736
"117","ENSG00000007392",TRUE,0.0392899818667158,FALSE,0.796698353403965
"118","ENSG00000007520",FALSE,0.513596039877108,FALSE,0.18743679615917
"119","ENSG00000007541",FALSE,0.0810986469375842,FALSE,0.230356359218361
"120","ENSG00000007545",FALSE,0.263372858211561,FALSE,0.597966686087392
"121","ENSG00000007866",FALSE,0.960878173316397,FALSE,0.78144397605096
"122","ENSG00000007923",FALSE,0.0951108949168411,FALSE,0.974712072962397
"123","ENSG00000007944",FALSE,0.513596039877108,FALSE,0.166575464292339
"124","ENSG00000008018",FALSE,0.182553514790968,FALSE,0.558779724777713
"125","ENSG00000008083",FALSE,0.305209710804949,FALSE,0.547933291419775
"126","ENSG00000008086",FALSE,0.966492825739082,FALSE,0.795712977663384
"127","ENSG00000008130",FALSE,0.779313071381776,FALSE,0.549578904639303
"128","ENSG00000008256",FALSE,0.0701275934844599,FALSE,0.497592167966915
"129","ENSG00000008282",FALSE,0.166787095790704,FALSE,0.769966050178264
"130","ENSG00000008283",FALSE,0.565557233507539,FALSE,0.106244356021396
"131","ENSG00000008294",FALSE,0.449114617622867,FALSE,0.0575734101762598
"132","ENSG00000008300",FALSE,0.702021930050799,FALSE,0.700682999687503
"133","ENSG00000008311",FALSE,0.943726051075749,FALSE,0.38001401890745
"134","ENSG00000008324",FALSE,0.265940164359822,FALSE,0.983331736697582
"135","ENSG00000008394",TRUE,0.0396388012533707,TRUE,0.0362692108666671
