logFC logCPM LR PValue
ANKRD65 0.257537312902332 0.632839109995176 1.53699010958451 0.215066377910213
MRPL20 -0.0934954133921847 6.05366680777638 2.30318134297875 0.129109317961387
LOC101011345 -0.184866846120644 -0.451921805799952 1.56167668893488 0.211419889564779
CCNL2 -0.12329567210371 7.37545938421984 1.98331369151549 0.159041751100383
AURKAIP1 -0.177212017905403 5.18770780786301 5.20283193466389 0.0225501210596419
MXRA8 0.143331282379649 5.47737751851069 2.13418907438108 0.144046619425854
DVL1 -0.0753734629873975 7.87386251799026 1.54459275265197 0.213935475672954
TAS1R3 0.179295624346114 2.31628334000054 1.67322727783687 0.195826824239569
CPTP 0.0593255618268039 4.484366798939 0.650470532261807 0.419944502230096
INTS11 -0.0185698227377309 5.69082277629354 0.091501768610442 0.762276579349284
PUSL1 -0.145567153380616 2.79984275561431 3.6157855870826 0.0572336850205873
ACAP3 -0.0130342158711939 6.22424249144123 0.028098265458766 0.866878009368553
SCNN1D -0.0104561231179724 -0.0978120545421268 0.00545723971640655 0.941111334519161
UBE2J2 -0.0116231919290317 4.94127859023583 0.0812104318033562 0.775663723799941
C1QTNF12 -0.0594107952686175 -0.519922434112593 0.0719283127259587 0.788549575481874
B3GALT6 -0.109594504954201 2.74386442815905 3.41951100226595 0.0644300954734999
SDF4 0.033134982927427 6.88104618889173 0.545481666976912 0.46016978242525
TNFRSF4 -0.25588327425753 -0.745706865340408 2.31214411442375 0.128366872582803
TNFRSF18 0.108387782382749 -0.450672438189273 0.205440794246329 0.650364576902348
TTLL10 -0.223303880009262 1.21820787540517 1.82165525811854 0.177116373124436
C1H1orf159 0.0336438269757494 2.72600143275469 0.276678898917339 0.598886292368543
RNF223 -0.0380222433168727 -1.32990600708074 0.0362216176534957 0.849058556790484
LOC116273781 -0.0686804665280005 2.25200583242232 0.323461228938868 0.569534960239968
LOC103881263 -0.41211130179205 1.57574740883003 7.71097188125418 0.00548861939433224
AGRN -0.108161875133662 6.2707215116678 1.06210490823747 0.302735594748027
ISG15 -0.876736074555628 3.62448650025724 21.7815407417238 3.05525526210547e-06
HES4 -0.144369343187466 3.74551529945393 2.37894356561264 0.122980688187457
PERM1 0.184149296169191 6.7346189154208 0.439496785783376 0.507365435462577
PLEKHN1 -0.609001176435073 -0.67342876380344 5.38597589558935 0.020299231335279
KLHL17 -0.0294955066629161 3.37168572459275 0.159375133006336 0.689732469211995
NOC2L -0.0739680491465403 6.03002977880227 1.43637338129929 0.230727108915103
SAMD11 -0.127096372653938 4.43025592818486 0.777504100720648 0.377905563060013
LOC103881261 -0.993806911872804 4.03712947244354 31.5045294247218 1.98975579724242e-08
LOC101023535 -0.233726506548606 2.09853233729749 6.95902337410109 0.00833975432935989
LOC108584285 -0.0703034254436589 1.48681280261772 0.370650729001227 0.542649778600987
ATAD3A 0.0112717814823448 4.39547092795113 0.0469240746799642 0.828504767396792
TMEM240 0.0508181911168783 -0.965699094830952 0.0575314091129258 0.8104410705349
SSU72 -0.0323343696820838 6.66341858232194 0.50541543292934 0.47713024351064
FNDC10 0.00705814595368562 3.19164676612779 0.00377672150341368 0.950996822409126
LOC103886700 0.250095847155053 -0.48936250106507 1.398794461953 0.23692552129021
MIB2 0.00352316033247443 6.33982490559476 0.00361923994364588 0.952028108412605
MMP23B -0.066518923390728 2.70307086990543 0.129321404186499 0.719136670321962
CDK11B -0.0424465301788989 6.37523810989481 0.582302151903491 0.445411363056529
LOC101015749 -0.0304374728539894 4.4230732556558 0.30596148712084 0.580169016723468
SLC35E2B -0.0504016531548668 2.68739178534918 0.127664493271823 0.720865969559407
NADK -0.147839182710893 6.84987513195831 4.61174768630599 0.0317536557560751
GNB1 -0.0293368174029666 6.98302566876279 0.651600930881671 0.419540885905388
CALML6 0.188062362386243 1.4069919995721 2.24780583820552 0.133804007784248
TMEM52 -0.107090594720638 7.07732799111476 0.307777844999805 0.579047000351633
CFAP74 -1.1209716773191 -0.808459821890977 12.5478922414723 0.000396653457057618
LOC116273824 -0.0041749832922801 -1.42635639547247 0.000331073168240437 0.985482959428561
PRKCZ -1.13221138641309 3.717147876829 41.3210023982681 1.29173522153801e-10
LOC101020735 0.0772220776845071 1.06634348552161 0.671566887013512 0.412505851781983
FAAP20 -0.124522410860241 2.35280021112744 2.22479587339632 0.135810605523992
LOC103886885 -1.62447195529353 0.19036481132213 35.5790608056159 2.44905981535492e-09
SKI 0.113155959782929 5.99107580761131 6.09605450037606 0.013548404928713
MORN1 -0.160595536037184 0.983539812746646 1.59869070081095 0.206088856235716
RER1 -0.0543768573787751 6.19905689857594 2.44616734471896 0.117812212164397
PEX10 0.0230212088251798 5.24242723073034 0.445566289555131 0.504448007719445
PLCH2 -0.483765808224974 1.82290225318833 3.34596705475906 0.0673698810798556
PANK4 0.0582936552404856 4.93734863747887 1.10762730679306 0.292598301503335
TNFRSF14 -0.0749030693027749 4.24597903681782 0.527786710895498 0.467538861318079
PRXL2B 0.0208121996175527 2.04254620168377 0.0434906208214443 0.834804191634959
LOC116268914 0.401425260045051 0.925490508208959 1.88720518120851 0.16951748655889
PRDM16 -0.191482272204673 0.150819459089583 0.897120389428778 0.343555015813415
MEGF6 -0.48694765223724 2.86572162183501 10.4079306708329 0.00125475270536472
LOC116269088 -0.0405132901511944 0.125268767106191 0.0960624650215323 0.75660699931025
TPRG1L 0.00265415512215243 6.71059447503441 0.00244121439970968 0.960593637259681
WRAP73 0.0636891747346012 3.51815064585501 2.40146818354015 0.121221433753886
TP73 0.0677029029598882 -0.046211461604519 0.142918972021334 0.705396231712016
LOC100999962 0.00458858103965859 4.45374796875647 0.00455264426733493 0.946204928564285
SMIM1 -0.231200565901956 1.90435922505133 3.52564414064034 0.0604263409620975
LRRC47 0.0226775155823612 6.53497902895664 0.344954808917009 0.556983079737563
CEP104 -0.107745706585733 3.74577243309632 3.85836514979485 0.0494985375189695
DFFB 0.0776030591150486 1.48542501235619 1.00600686586785 0.315861374557992
C1H1orf174 0.109957484245136 3.07874760195525 6.20728325574083 0.0127225736190223
LOC103888364 -0.0462922992443647 2.80048020040674 0.209544264930798 0.647124839150571
AJAP1 -0.0703653541146251 -0.129180517766056 0.226974897957007 0.63377602501503
NPHP4 -0.220453927709265 4.03891438246776 3.56277116806461 0.059089015863133
